drug_id,prot_id,affinity
CHEMBL447602,Q9P1W9,10.702059991
CHEMBL1823221,P04626,10.401029995999998
CHEMBL1980407,P07949,14.400162274
CHEMBL1982924,Q13237,11.900000875
CHEMBL1975647,Q9HAZ1,12.699997654
CHEMBL1989423,O14965,10.300000031
CHEMBL513846,Q9UEE5,11.699999383
CHEMBL1614705,P23443,11.300000237
CHEMBL1976134,Q13188,11.999998417
CHEMBL1992342,O94806,11.599999679
CHEMBL1983195,O94806,11.300000237
CHEMBL2000568,P34947,11.500000186
CHEMBL2003817,Q00535,11.599999679
CHEMBL1988173,P11309,12.699997654
CHEMBL1989265,P53778,11.300000237
CHEMBL1976134,P35916,11.999998417
CHEMBL57347,P24723,10.757577319
CHEMBL1991078,P31749,11.300000237
CHEMBL1987535,P08069,11.699999383
CHEMBL231209,Q9NYL2,11.200000128
CHEMBL1980489,Q9BZL6,11.1
CHEMBL1999714,Q8N4C8,11.200000128
CHEMBL437640,Q15139,10.224938737
CHEMBL2006580,Q13464,11.1
CHEMBL1988437,Q14289,11.900000875
CHEMBL1996587,P08581,11.599999679
CHEMBL468280,O75116,11.200000128
CHEMBL1977134,Q05397,11.300000237
CHEMBL482767,O95819,11.599999679
CHEMBL1993661,O14965,14.400162274
CHEMBL1991285,P11309,11.1
CHEMBL392642,Q04759,14.401029996
CHEMBL1375418,P78368,11.200000128
CHEMBL184847,P35968,13.401849339
CHEMBL1982135,P41743,11.400000202
CHEMBL1983006,Q05655,11.200000128
CHEMBL1990496,P07332,11.800000504
CHEMBL249282,P68400,11.300000237
CHEMBL98721,Q05655,10.32184875
CHEMBL1984038,Q96KB5,11.1
CHEMBL1972489,P53667,11.1
CHEMBL1988153,Q16644,11.1
CHEMBL1976090,P16591,11.900000875
CHEMBL1977135,P49760,11.200000128
CHEMBL1270399,Q96PF2,14.1
CHEMBL2005718,O94806,13.200015437
CHEMBL300549,Q13554,10.497940009
CHEMBL1982610,Q9HBY8,11.200000128
CHEMBL482967,P51817,11.900000875
CHEMBL1981782,P51957,11.300000237
CHEMBL1969301,P31749,11.200000128
CHEMBL1969372,P11309,11.1
CHEMBL1650545,Q13188,13.1
CHEMBL539474,P49760,11.200000128
CHEMBL1971141,Q9HAZ1,11.1
CHEMBL1991429,P05129,11.200000128
CHEMBL433855,Q05513,9.798970004
CHEMBL2000114,P48730,12.1
CHEMBL2005112,P48729,11.300000237
CHEMBL1682346,P08069,11.800000504
CHEMBL1988537,P31749,11.200000128
CHEMBL1997764,Q9HAZ1,12.799991797
CHEMBL1973711,O15264,11.200000128
CHEMBL1980142,Q9Y4K4,11.200000128
CHEMBL2001920,P08581,11.599999679
CHEMBL1090356,P17612,11.200000128
CHEMBL259922,P35916,11.300000237
CHEMBL2004647,O15264,11.200000128
CHEMBL2312301,O96017,10.622878745
CHEMBL1980540,Q9HAZ1,11.999998417
CHEMBL1968127,Q9HBH9,11.1
CHEMBL571040,P24941,11.1
CHEMBL1995740,P23443,11.800000504
CHEMBL1977223,Q9NWZ3,11.1
CHEMBL226471,P30530,11.900000875
CHEMBL1990885,Q13237,11.900000875
CHEMBL1980391,O15075,11.1
CHEMBL185569,Q9P1W9,11.900000875
CHEMBL1974870,O15264,12.299998172
CHEMBL99743,P09619,12.25490196
CHEMBL1996702,P06239,12.499996913
CHEMBL512054,P53350,14.418758763
CHEMBL1970142,O15530,11.500000186
CHEMBL1991728,Q13131,11.699999383
CHEMBL1727312,P35968,10.300000031
CHEMBL1968127,Q9P1W9,11.900000875
CHEMBL1973399,Q13627,10.599999953
CHEMBL1991180,P51451,11.900000875
CHEMBL1978014,P10721,11.999998417
CHEMBL1994074,Q05655,11.200000128
CHEMBL2004365,P51812,11.300000237
CHEMBL2312304,P06213,10.622878745
CHEMBL1986943,Q13464,14.200179498
CHEMBL1997023,P45983,11.599999679
CHEMBL415049,O75116,11.500000186
CHEMBL1994830,P17612,11.200000128
CHEMBL1971021,Q06187,11.999998417
CHEMBL546797,Q02750,12.1
CHEMBL81809,Q15139,10.702059991
CHEMBL1982383,O15075,11.1
CHEMBL148333,P17252,10.923908741
CHEMBL1972937,P00519,12.299998172
CHEMBL482967,Q13627,12.699997654
CHEMBL1974157,Q05655,11.200000128
CHEMBL1990223,P53667,11.599999679
CHEMBL1965660,P10721,11.999998417
CHEMBL1988537,O15264,11.300000237
CHEMBL1986869,P31749,11.200000128
CHEMBL2006156,Q12851,11.599999679
CHEMBL1682345,Q5VT25,12.399997603
CHEMBL1982610,Q7KZI7,11.200000128
CHEMBL212382,Q13627,11.1
CHEMBL1971245,Q9HBY8,11.1
CHEMBL1975534,Q9Y243,11.1
CHEMBL2005792,Q13464,11.300000237
CHEMBL1976328,P49841,11.300000237
CHEMBL2348417,P09619,11.1
CHEMBL52387,P51617,11.200000128
CHEMBL1986143,P06239,11.300000237
CHEMBL1968850,Q05513,11.200000128
CHEMBL98721,Q02156,10.32184875
CHEMBL2000801,P48729,11.300000237
CHEMBL1976420,Q9HBY8,11.1
CHEMBL1682558,P27448,11.300000237
CHEMBL1651521,P52333,11.1
CHEMBL57366,P12931,12.757577319
CHEMBL1979093,Q13464,12.599996932
CHEMBL1975900,P07332,11.800000504
CHEMBL1986590,Q07912,11.500000186
CHEMBL1980407,Q13464,14.500116928
CHEMBL560813,P28482,11.200000128
CHEMBL1974803,P24941,11.400000202
CHEMBL1976872,P11362,10.400000029
CHEMBL2000879,Q16288,10.200000019
CHEMBL1983025,O96013,11.400000202
CHEMBL1974288,O14757,11.200000128
CHEMBL1994074,Q96KB5,11.1
CHEMBL2003456,P04629,11.699999383
CHEMBL1979883,P29597,11.900000875
CHEMBL17370,Q08881,11.900000875
CHEMBL2001288,Q13464,11.1
CHEMBL1993335,Q06418,11.800000504
CHEMBL1998470,P08069,11.699999383
CHEMBL1992242,P12931,11.400000202
CHEMBL526133,P51817,11.900000875
CHEMBL1972119,Q8NE63,12.799991797
CHEMBL1987073,P24941,13.8000571
CHEMBL1970189,Q13131,11.900000875
CHEMBL482967,Q96KB5,11.1
CHEMBL1997051,P00519,11.699999383
CHEMBL1981410,Q86V86,11.200000128
CHEMBL1968151,Q86V86,12.299998172
CHEMBL213505,P05129,11.200000128
CHEMBL1242568,P48736,12.690066877
CHEMBL1971801,Q13627,11.300000237
CHEMBL190984,P35968,13.079411271
CHEMBL1765781,Q8IU85,12.1
CHEMBL1980163,P49840,11.200000128
CHEMBL1986328,P45983,11.599999679
CHEMBL1992922,Q9HBH9,11.400000202
CHEMBL1999556,O96013,11.400000202
CHEMBL507936,O96013,11.400000202
CHEMBL1993424,P11362,13.200015437
CHEMBL1997534,Q96GD4,12.799991797
CHEMBL1682546,P45984,11.500000186
CHEMBL1973893,P49841,12.699997654
CHEMBL1987034,Q13554,11.699999383
CHEMBL2002165,P51955,13.299970641
CHEMBL1973211,Q12851,12.599996932
CHEMBL2005375,Q7L7X3,11.1
CHEMBL2004771,Q13153,11.1
CHEMBL1974254,O15075,11.1
CHEMBL185569,Q9H2X6,11.599999679
CHEMBL1998435,Q13153,11.1
CHEMBL1890036,Q16644,11.1
CHEMBL1991285,P07948,11.900000875
CHEMBL1984633,Q9H2X6,11.599999679
CHEMBL1970903,Q9BXA7,12.399997603
CHEMBL415233,Q04759,10.1
CHEMBL54382,Q9UQM7,11.25490196
CHEMBL211378,Q16513,11.200000128
CHEMBL1998110,Q9UHD2,11.599999679
CHEMBL482767,Q04771,11.500000186
CHEMBL519697,Q96SB4,12.599996932
CHEMBL1993584,P49841,12.199999035
CHEMBL1989029,P49760,11.200000128
CHEMBL1998112,Q9HBH9,11.1
CHEMBL1972489,P42685,11.699999383
CHEMBL1976196,Q5S007,11.699999383
CHEMBL2003482,Q9H2G2,11.1
CHEMBL1979516,O95819,12.499996913
CHEMBL1381197,Q9H4B4,11.200000128
CHEMBL1980391,Q9H2X6,11.599999679
CHEMBL2002992,P50750,11.900000875
CHEMBL1964644,Q08881,11.900000875
CHEMBL2004692,P42685,11.699999383
CHEMBL231568,Q16539,10.497940009
CHEMBL1985206,Q16539,11.500000186
CHEMBL1998253,Q07912,11.500000186
CHEMBL1998545,Q9BXA7,11.900000875
CHEMBL1988608,P16591,11.900000875
CHEMBL1993374,O60674,11.699999383
CHEMBL223460,P68400,11.200000119
CHEMBL1969879,Q9NR20,11.200000128
CHEMBL1966722,P24941,11.699999383
CHEMBL1965988,P07333,14.400162274
CHEMBL1682545,Q14289,11.900000875
CHEMBL377734,Q13555,10.401029995999998
CHEMBL1968791,O14920,11.599999679
CHEMBL2007559,P09619,11.800000504
CHEMBL1516890,Q9H4B4,11.200000128
CHEMBL1996791,Q9H2G2,12.199999035
CHEMBL1999496,Q9HBY8,11.1
CHEMBL1985888,P06239,12.599996932
CHEMBL1975927,P07949,12.599996932
CHEMBL2001998,P49841,11.300000237
CHEMBL1966425,P06239,11.999998417
CHEMBL1988537,P36888,12.1
CHEMBL1375640,Q05513,11.200000128
CHEMBL504950,P24941,11.200000128
CHEMBL209534,P31751,11.200000128
CHEMBL1967094,P31751,11.200000128
CHEMBL1993904,P52333,11.400000202
CHEMBL1970217,P53778,11.300000237
CHEMBL2000568,P42679,11.800000504
CHEMBL1969190,Q7L7X3,11.300000237
CHEMBL1682552,Q9P1W9,12.199999035
CHEMBL196363,O00418,11.500000186
CHEMBL1986499,Q13882,11.699999383
CHEMBL1969502,P08581,11.599999679
CHEMBL1992673,P07949,11.000000142
CHEMBL1972849,P07948,11.900000875
CHEMBL1974664,P48730,11.200000128
CHEMBL2002992,Q96SB4,11.200000128
CHEMBL1986869,P12931,11.800000504
CHEMBL1978195,Q00535,13.600038134
CHEMBL1972820,Q12851,11.300000237
CHEMBL212382,P28482,11.1
CHEMBL2004290,Q9HCP0,11.300000237
CHEMBL2006580,P49840,11.200000128
CHEMBL1974935,Q08881,11.900000875
CHEMBL1968926,P27448,11.300000237
CHEMBL1991356,P11362,11.400000202
CHEMBL1988163,P49137,11.200000128
CHEMBL2000685,P51812,13.1
CHEMBL1997764,O95819,12.799991797
CHEMBL1976134,Q13555,11.599999679
CHEMBL1965387,P34947,11.500000186
CHEMBL1992323,P08069,12.599996932
CHEMBL1982711,P17948,12.1
CHEMBL242865,P49841,14.1
CHEMBL1242659,P42345,12.310419288
CHEMBL1970314,O96013,11.400000202
CHEMBL1929238,P41240,10.622878745
CHEMBL1987910,Q9NR20,11.200000128
CHEMBL1992645,Q13153,11.1
CHEMBL1965570,P51812,11.599999679
CHEMBL1982660,O75582,11.800000504
CHEMBL210032,O15075,11.1
CHEMBL383760,O00141,11.1
CHEMBL483531,P31749,14.1
CHEMBL220241,P07948,11.900000875
CHEMBL422897,Q9UQM7,11.500000186
CHEMBL1995832,Q8IW41,11.900000875
CHEMBL379975,P49760,11.800000504
CHEMBL2171124,Q16288,12.052725133
CHEMBL1968791,Q8IW41,11.900000875
CHEMBL1992937,P00533,11.800000504
CHEMBL1991734,Q07912,12.299998172
CHEMBL1997764,O96013,11.400000202
CHEMBL1994241,P00533,11.800000504
CHEMBL337035,Q02156,13.487216143
CHEMBL2006785,P08069,11.800000504
CHEMBL375284,P49841,11.300000237
CHEMBL1991782,Q12851,10.400000029
CHEMBL243088,Q9HBY8,12.199999035
CHEMBL1082440,P17948,12.499996913
CHEMBL2004872,P48729,11.300000237
CHEMBL289959,P48729,11.599999679
CHEMBL523823,Q9Y478,11.861953897
CHEMBL461876,Q04759,11.699999383
CHEMBL207445,P45983,11.1
CHEMBL2005936,Q13464,12.599996932
CHEMBL2005936,P15735,11.400000202
CHEMBL1992555,Q86V86,11.200000128
CHEMBL2007124,P51812,11.500000186
CHEMBL1988437,P53667,12.199999035
CHEMBL508928,P41743,11.400000202
CHEMBL2001398,Q9UM73,11.300000237
CHEMBL2000568,Q9BZL6,11.400000202
CHEMBL311201,P68400,10.702059991
CHEMBL1994830,O14757,11.200000128
CHEMBL1992371,Q06187,11.300000237
CHEMBL1965910,Q16620,11.400000202
CHEMBL482538,Q9BWU1,10.1
CHEMBL1982866,Q15303,11.500000186
CHEMBL1945559,P49137,11.1
CHEMBL2002165,Q13976,11.800000504
CHEMBL1982466,P51955,13.200015437
CHEMBL2000832,P49841,12.699997654
CHEMBL514499,Q9BZL6,11.1
CHEMBL2006276,P51955,11.1
CHEMBL484968,Q16539,10.700000074999998
CHEMBL1970340,P22607,11.800000504
CHEMBL1987910,Q8NE63,11.300000237
CHEMBL1984788,Q9HBY8,11.1
CHEMBL1980297,P49841,11.500000186
CHEMBL1999749,Q15303,13.899970733
CHEMBL1988608,P45984,11.500000186
CHEMBL2001224,P49840,11.200000128
CHEMBL379929,O14757,11.1
CHEMBL1974310,Q5VT25,11.1
CHEMBL2003638,Q12851,12.599996932
CHEMBL1981215,P11362,11.500000186
CHEMBL1967560,P30530,11.800000504
CHEMBL2006188,Q13627,11.500000186
CHEMBL1985092,P08922,11.800000504
CHEMBL560813,Q5VT25,11.1
CHEMBL1971029,P17948,13.1
CHEMBL2312290,P08581,11.086320303
CHEMBL1969502,P49841,11.400000202
CHEMBL1997534,P68400,11.300000237
CHEMBL2000724,O96013,11.400000202
CHEMBL1965910,P07333,11.999998417
CHEMBL260135,Q9BXA7,11.900000875
CHEMBL1966514,Q13976,11.800000504
CHEMBL1999590,P00533,13.8000571
CHEMBL1976732,O96013,11.400000202
CHEMBL434237,O94806,10.738272164
CHEMBL2006188,Q86V86,11.200000128
CHEMBL1965660,Q16620,11.500000186
CHEMBL1986603,Q8N4C8,12.199999035
CHEMBL1988995,P51812,11.200000128
CHEMBL1970369,P06213,11.400000202
CHEMBL243088,Q13131,12.1
CHEMBL1991285,P51617,11.500000186
CHEMBL1996831,P05129,11.200000128
CHEMBL1981107,P05129,10.800000069
CHEMBL1997534,O00444,11.500000186
CHEMBL1988370,P51955,11.800000504
CHEMBL1980704,Q9HBH9,11.1
CHEMBL1996831,P16591,11.900000875
CHEMBL1976420,P27448,12.299998172
CHEMBL1982924,Q9P1W9,11.900000875
CHEMBL1990496,O14757,11.300000237
CHEMBL2001485,Q13237,11.900000875
CHEMBL1997051,Q16513,11.400000202
CHEMBL1981047,P05129,11.200000128
CHEMBL1994308,P11309,11.300000237
CHEMBL1990212,O96017,11.1
CHEMBL1997534,Q96PF2,11.900000875
CHEMBL1977134,Q02750,11.599999679
CHEMBL1998159,P06241,12.199999035
CHEMBL1969755,P28482,11.900000875
CHEMBL1982563,Q13131,11.900000875
CHEMBL178737,P78368,11.200000128
CHEMBL1682357,P17612,12.599996932
CHEMBL363607,P21802,12.668636236
CHEMBL2006481,Q7L7X3,11.1
CHEMBL1986263,P51957,12.499996913
CHEMBL1997617,P27448,12.399997603
CHEMBL1983589,P52333,12.299998172
CHEMBL8222,O94806,9.401029995999998
CHEMBL118258,P00519,11.1
CHEMBL1967887,P45983,11.599999679
CHEMBL1970913,Q13153,11.1
CHEMBL262433,P49760,11.300000237
CHEMBL523823,P53350,11.175549184
CHEMBL1966842,P07949,12.299998172
CHEMBL338956,P41743,13.622878745
CHEMBL1974328,Q16288,11.699999383
CHEMBL1982361,P11309,11.699999383
CHEMBL1967513,P29376,11.699999383
CHEMBL1990482,Q9H4B4,11.200000128
CHEMBL1624529,Q9HCP0,11.300000237
CHEMBL1967302,P17948,12.499996913
CHEMBL1968926,O00418,11.500000186
CHEMBL1965845,Q96PF2,11.900000875
CHEMBL1984367,Q7L7X3,11.1
CHEMBL371206,Q86V86,11.200000128
CHEMBL1990912,Q13153,11.1
CHEMBL202721,O14757,11.599999679
CHEMBL1982874,P42685,11.699999383
CHEMBL1969301,O15264,11.200000128
CHEMBL1992073,Q06187,11.300000237
CHEMBL2000104,Q9BZL6,11.699999383
CHEMBL2006188,P68400,11.300000237
CHEMBL1996255,P17948,15.700326279
CHEMBL1991577,P06239,11.699999383
CHEMBL1968245,Q9BZL6,11.800000504
CHEMBL1978562,O94806,11.500000186
CHEMBL1984038,P07333,11.699999383
CHEMBL1985206,Q9Y463,11.699999383
CHEMBL1980391,Q9Y6M4,11.300000237
CHEMBL78917,P05771,10.702059991
CHEMBL1997007,P51812,11.800000504
CHEMBL2002726,P53350,11.200000128
CHEMBL1979883,P06239,12.899998135
CHEMBL1970142,P06213,11.699999383
CHEMBL1991188,Q13131,11.900000875
CHEMBL1965423,Q9BZL6,13.8000571
CHEMBL2006580,O00418,11.500000186
CHEMBL253969,Q00535,11.200000128
CHEMBL371206,P07332,12.499996913
CHEMBL1965423,Q9HAZ1,11.400000202
CHEMBL1958401,P06239,11.699999383
CHEMBL201307,P22612,10.1
CHEMBL1974702,Q13882,11.699999383
CHEMBL1982874,Q13882,11.699999383
CHEMBL1241861,P08631,12.387350298
CHEMBL1998585,O75116,12.399997603
CHEMBL1968245,P53778,11.300000237
CHEMBL550418,Q00535,13.899970733
CHEMBL1997597,P78368,11.200000128
CHEMBL1982383,P07332,11.800000504
CHEMBL1988717,O00444,11.599999679
CHEMBL1965495,Q05513,11.200000128
CHEMBL1994241,Q9HAZ1,13.000008766
CHEMBL1916359,P06239,11.1
CHEMBL1994074,P06493,11.200000128
CHEMBL2007479,Q02750,11.599999679
CHEMBL1991063,P48729,12.599996932
CHEMBL1998193,P51957,11.300000237
CHEMBL1994693,O43781,11.300000237
CHEMBL1992673,Q9UM73,10.599999953
CHEMBL1985095,O00311,13.000008766
CHEMBL1972158,Q9HCP0,12.1
CHEMBL1682357,P35916,11.300000237
CHEMBL17370,Q9H4B4,11.200000128
CHEMBL1969502,Q13554,11.200000128
CHEMBL184847,Q8IW41,11.900000875
CHEMBL1980896,Q8NE63,11.599999679
CHEMBL1996980,O96013,13.500007822
CHEMBL1977634,Q14164,11.599999679
CHEMBL2333365,Q96RG2,11.1
CHEMBL2005792,P49760,11.500000186
CHEMBL210618,Q13976,11.800000504
CHEMBL2006580,P06493,11.200000128
CHEMBL1242112,P42336,12.685026652
CHEMBL1984274,Q8NE63,11.500000186
CHEMBL1516890,O75582,11.800000504
CHEMBL1992937,Q16513,11.200000128
CHEMBL1971021,P35968,11.599999679
CHEMBL1983963,Q9HAZ1,12.199999035
CHEMBL1997764,P08581,11.599999679
CHEMBL2000894,Q05655,12.899998135
CHEMBL1967252,P07333,10.599999953
CHEMBL1971149,P49137,11.200000128
CHEMBL1080994,Q05655,13.844727495
CHEMBL1966501,P11309,11.300000237
CHEMBL1241683,P42336,12.196910013
CHEMBL1996831,Q13557,12.199999035
CHEMBL1966343,Q14289,11.900000875
CHEMBL2005718,O95819,13.699980365
CHEMBL1982610,P78368,11.200000128
CHEMBL344314,P05129,11.25490196
CHEMBL1979933,Q13188,11.599999679
CHEMBL1969506,P31751,11.200000128
CHEMBL1970189,Q9P1W9,11.900000875
CHEMBL539474,O00444,12.1
CHEMBL1992634,Q08881,12.799991797
CHEMBL1968070,O14920,11.599999679
CHEMBL2007574,Q12851,12.199999035
CHEMBL481968,P29317,11.622878745
CHEMBL482538,Q8IU85,10.1
CHEMBL2003341,O96017,11.900000875
CHEMBL127898,Q9H3Y6,11.900000875
CHEMBL1996923,Q5VT25,11.1
CHEMBL1992242,Q9H4B4,11.200000128
CHEMBL1975256,P51955,11.1
CHEMBL1159468,Q05513,10.798970004
CHEMBL1970873,P53350,10.400000029
CHEMBL1990254,Q14164,11.599999679
CHEMBL1972937,Q9H2G2,11.1
CHEMBL1967336,Q05397,11.300000237
CHEMBL1984162,P05129,11.200000128
CHEMBL272453,P04626,11.900000875
CHEMBL2002105,Q00535,12.1
CHEMBL1983980,P00519,11.900000875
CHEMBL1966722,O15264,11.200000128
CHEMBL2001584,P49841,11.500000186
CHEMBL1991180,O14757,11.200000128
CHEMBL209534,P12931,11.400000202
CHEMBL207400,O96013,11.400000202
CHEMBL1999556,Q15303,11.500000186
CHEMBL1991429,O14965,13.299970641
CHEMBL1242569,P42336,11.821246399
CHEMBL2002723,Q02750,11.699999383
CHEMBL519697,P48729,11.400000202
CHEMBL1190711,P36888,13.500007822
CHEMBL2000335,Q13188,12.799991797
CHEMBL2003286,P43405,11.900000875
CHEMBL2001288,O15075,11.200000128
CHEMBL1997503,Q9H4B4,11.200000128
CHEMBL1983575,P45984,11.999998417
CHEMBL379975,P06239,11.599999679
CHEMBL1988387,O60674,12.299998172
CHEMBL211378,Q9Y6M4,11.300000237
CHEMBL525240,Q05655,10.622878745
CHEMBL1976455,P07949,11.999998417
CHEMBL394619,Q05655,11.200000128
CHEMBL1990212,Q9HBY8,11.1
CHEMBL1972849,Q13555,11.300000237
CHEMBL1970352,Q96GD4,11.500000186
CHEMBL2004447,Q9Y243,11.1
CHEMBL2001920,Q8N4C8,11.200000128
CHEMBL1996979,Q7KZI7,12.399997603
CHEMBL210963,P30530,11.800000504
CHEMBL1992073,Q06418,11.800000504
CHEMBL2205426,P48730,11.207905397
CHEMBL504950,P27448,11.599999679
CHEMBL2001998,P00533,11.800000504
CHEMBL1983268,Q9UEE5,11.599999679
CHEMBL1991577,Q7KZI7,11.200000128
CHEMBL1983348,P29376,12.399997603
CHEMBL1990821,Q13557,11.300000237
CHEMBL249282,O15530,11.500000186
CHEMBL520144,Q05397,14.40980392
CHEMBL2004544,P08922,11.800000504
CHEMBL1997503,P31749,11.200000128
CHEMBL2004355,Q96GD4,11.300000237
CHEMBL1997597,Q13188,11.200000128
CHEMBL1966703,O43293,11.999998417
CHEMBL1972158,P04626,11.900000875
CHEMBL2312652,P48730,11.446787486
CHEMBL1982476,P28482,11.200000128
CHEMBL458997,Q13131,12.199999035
CHEMBL1999112,P17612,11.200000128
CHEMBL1984038,Q14012,11.400000202
CHEMBL483158,P28482,11.200000128
CHEMBL1975500,P06239,11.800000504
CHEMBL1977681,Q9BZL6,13.000008766
CHEMBL402846,P15735,11.400000202
CHEMBL1081312,P51812,11.800000504
CHEMBL1994438,Q12851,13.600038134
CHEMBL1996500,P52333,11.500000186
CHEMBL1969523,Q9H4B4,13.899970733
CHEMBL1972183,Q16513,11.200000128
CHEMBL2006299,Q9HAZ1,13.299970641
CHEMBL1973860,P68400,11.300000237
CHEMBL2000685,O15530,11.500000186
CHEMBL2171124,P06239,12.003089987
CHEMBL256835,Q00535,11.1
CHEMBL1974998,Q04771,11.500000186
CHEMBL1965507,P06213,11.400000202
CHEMBL1975900,Q15303,11.500000186
CHEMBL1970104,Q05655,11.500000186
CHEMBL1996646,P17948,13.1
CHEMBL1976134,P22607,11.800000504
CHEMBL1985095,P78368,11.200000128
CHEMBL201511,Q02763,11.679549141
CHEMBL1090356,O15264,11.200000128
CHEMBL1997503,P49760,11.200000128
CHEMBL1090360,P53350,12.11610018
CHEMBL1230122,P11309,11.1
CHEMBL1989043,Q7L7X3,12.799991797
CHEMBL1991728,Q9P1W9,12.799991797
CHEMBL1985311,P27448,11.999998417
CHEMBL1989423,P45983,11.300000237
CHEMBL377408,Q16644,11.1
CHEMBL1995448,O14965,11.300000237
CHEMBL1998112,Q96SB4,11.400000202
CHEMBL1614705,Q5VT25,11.1
CHEMBL1981782,P30530,11.800000504
CHEMBL1992673,Q13131,10.200000019
CHEMBL1419458,Q8N4C8,11.200000128
CHEMBL2006010,Q9Y4K4,11.200000128
CHEMBL312170,P22612,10.702059991
CHEMBL210963,P22455,11.427902142
CHEMBL522579,P35968,10.798970004
CHEMBL1999112,O14757,11.200000128
CHEMBL340921,Q86V86,11.200000128
CHEMBL1727312,P09619,10.200000019
CHEMBL1784725,P22455,11.1
CHEMBL1990482,Q9Y6M4,11.300000237
CHEMBL2000354,Q8N4C8,11.599999679
CHEMBL1969588,P12931,13.200015437
CHEMBL2003657,O15264,11.200000128
CHEMBL1972158,Q86V86,11.300000237
CHEMBL1972152,Q5VT25,11.1
CHEMBL130181,P41743,12.728932138
CHEMBL2007064,O15264,11.200000128
CHEMBL1973395,O14920,11.599999679
CHEMBL394619,P51817,11.900000875
CHEMBL2004290,Q9P1W9,11.900000875
CHEMBL1835870,P52333,12.652841969
CHEMBL2007479,P00519,11.699999383
CHEMBL1972849,P41743,11.400000202
CHEMBL131426,Q05513,12.821246399
CHEMBL1996176,P50750,11.900000875
CHEMBL482767,P17612,11.599999679
CHEMBL2312649,O96017,10.622878745
CHEMBL1980489,Q14680,11.900000875
CHEMBL1970142,P08069,11.800000504
CHEMBL1972152,Q13554,11.200000128
CHEMBL1992125,P11309,11.699999383
CHEMBL1992125,Q9UHD2,11.599999679
CHEMBL1994321,P45983,11.599999679
CHEMBL1969506,P68400,11.300000237
CHEMBL1973711,Q00535,11.400000202
CHEMBL1998121,Q13557,11.800000504
CHEMBL1969588,Q13237,11.900000875
CHEMBL1982610,P45983,11.599999679
CHEMBL1989805,P00533,11.800000504
CHEMBL127898,Q05655,11.200000128
CHEMBL508928,Q12851,11.900000875
CHEMBL2005112,O94806,11.1
CHEMBL386636,P41743,13.180921908
CHEMBL1968791,Q7L7X3,11.300000237
CHEMBL517647,P35968,10.622878745
CHEMBL248757,Q9H4B4,12.082285131
CHEMBL1975233,P51451,11.900000875
CHEMBL2004419,Q05397,11.900000875
CHEMBL363130,P28482,11.329147988
CHEMBL1972576,P16591,11.900000875
CHEMBL262623,P08581,10.800000069
CHEMBL2001485,P06239,14.500116928
CHEMBL2000271,Q9HBY8,11.999998417
CHEMBL279405,Q05513,10.401029995999998
CHEMBL1975490,P43405,11.900000875
CHEMBL1242288,O00329,12.267491087
CHEMBL1970217,P15735,11.400000202
CHEMBL2005828,P53350,11.200000128
CHEMBL1991063,O15264,12.299998172
CHEMBL2006580,P15735,11.400000202
CHEMBL2004365,P27448,11.300000237
CHEMBL2002992,P49760,11.999998417
CHEMBL2001485,P45984,11.500000186
CHEMBL1242853,P42345,12.339577517
CHEMBL1964692,P17612,11.200000128
CHEMBL2003817,P49841,13.299970641
CHEMBL225519,P49840,13.299970641
CHEMBL1375640,Q14289,11.900000875
CHEMBL1682552,O95819,11.1
CHEMBL2000832,Q9Y6M4,11.599999679
CHEMBL373882,P04629,11.180921908
CHEMBL1997129,P30530,13.399988938
CHEMBL1965660,Q14164,11.599999679
CHEMBL1999749,P35968,11.200000128
CHEMBL1990482,P11309,11.800000504
CHEMBL1965845,Q16620,11.400000202
CHEMBL340921,Q14289,12.1
CHEMBL1964307,P08581,11.599999679
CHEMBL2005375,P45984,11.500000186
CHEMBL371206,Q16644,11.1
CHEMBL1969126,P12931,11.800000504
CHEMBL1727312,Q9UEE5,11.500000186
CHEMBL338935,P05771,13.953871964
CHEMBL1970522,P78368,12.299998172
CHEMBL1975138,P35968,11.200000128
CHEMBL7463,P05129,13.622878745
CHEMBL1977041,Q5VT25,11.1
CHEMBL1969049,P29317,11.599999679
CHEMBL1651521,O75116,11.1
CHEMBL2000114,P22607,11.800000504
CHEMBL1995765,P17612,10.900000053
CHEMBL1974664,P41743,11.400000202
CHEMBL1990212,P35916,11.300000237
CHEMBL1825138,P35968,11.699999383
CHEMBL1998829,Q16644,11.1
CHEMBL1945559,P08581,11.1
CHEMBL1870106,O75116,15.299970641
CHEMBL1988838,Q9P1W9,11.900000875
CHEMBL2029988,Q02750,11.248741651
CHEMBL1997340,Q16513,11.200000128
CHEMBL1990223,O14757,11.599999679
CHEMBL1682545,O43293,11.999998417
CHEMBL1242477,P42345,12.020818754
CHEMBL2004771,P51955,11.1
CHEMBL1983575,P08581,12.199999035
CHEMBL1978448,Q9Y463,11.699999383
CHEMBL281957,P31749,12.1
CHEMBL1988581,Q12851,13.200015437
CHEMBL1988075,Q9H2X6,12.899998135
CHEMBL231209,P10721,11.999998417
CHEMBL1991410,Q16539,11.500000186
CHEMBL1991728,P36888,11.800000504
CHEMBL365847,Q15759,11.1
CHEMBL2001923,Q9NWZ3,11.1
CHEMBL1967544,P27448,11.300000237
CHEMBL1984633,Q16620,11.400000202
CHEMBL1992937,P51817,11.699999383
